species,country_of_origin,altitude_mean_meters,harvest_year,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,sweetness,moisture,clean_cup,quakers,category_one_defects,category_two_defects,total_cup_points,predicted_score,error,shap_aroma,shap_flavor,shap_aftertaste,shap_acidity,shap_body,shap_balance,shap_uniformity,shap_sweetness,shap_moisture,shap_clean_cup,shap_quakers,shap_category_one_defects,shap_category_two_defects,top_feature
Arabica,Taiwan,800.0,2012,Washed,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,0.0,10.0,0,0,0,82.17,82.19560000000008,0.025600000000082446,0.06794309519384342,0.18784055502567282,0.0008974531509627702,-0.40601023565706457,-0.25408266590906237,0.12630200238830294,0.08030323521843745,0.08765703888902408,0.0010837102702885406,0.12892234445510056,0.0026595426231944418,0.0010259777123035126,-0.0017116172239167978,acidity
Arabica,Mexico,1170.0,2012,Natural,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,0.13,10.0,0,0,14,83.5,82.35276666666661,-1.1472333333333893,0.17381135605461365,0.30939626782694574,-0.24074502289862573,-0.04025978291516531,-0.032574327682997284,-0.28776959507288763,0.08226771613885162,0.09702110845481961,-0.0028948759006001802,0.13606463430828677,-0.0007856534435145745,0.00193872404780011,-0.015473446113779439,flavor
Arabica,Myanmar,3812.5,2014,Natural,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,0.0,10.0,0,0,1,80.25,80.74453333333324,0.4945333333332371,-0.021754241382115302,-1.5724508655418463,0.06599816715584585,-0.22812761185200592,-0.15060161997898386,-0.12668065197718978,0.1574912330060469,0.06994031258568506,-0.0076561434087540695,0.3794207046506346,0.0007936764501062146,0.00420054326495576,0.0011902664980391108,flavor
Arabica,El Salvador,1350.0,2012,Semi-washed,7.83,8.0,8.0,7.75,7.92,8.17,10.0,10.0,0.11,10.0,0,0,0,85.58,85.52540000000009,-0.05459999999990828,0.03473852168453342,1.4677309654463093,0.9478456229262013,-0.05907051016722423,0.10794319386262952,0.5174033975111516,0.09852632137140288,0.1099909262834802,-0.0033807984982404484,0.14339077511163392,0.0019971368634892446,0.0019869800521252557,-0.016472096310419487,flavor
Arabica,Indonesia,1350.0,2010,Washed,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,0.0,10.0,0,0,0,83.08,83.18363333333313,0.10363333333313562,0.06641548852221205,0.3438128846163492,0.022882965541460396,-0.0004432449945144166,0.12101220714080094,0.12856133944344236,0.09685658502843361,0.09882602849895254,-0.0024176193890374717,0.1361810487529865,0.0005247053255842925,0.0022575759025279273,-0.0036061949187880193,flavor
Arabica,Mexico,1218.0,2012,Natural,7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,0.1,10.0,0,0,2,83.83,83.31753333333322,-0.5124666666667821,0.017808314083741485,1.1330792763589446,0.13354821099446795,-0.21168606709988022,0.08762053354033919,-0.3427765306330599,0.0846493380097638,0.09918626583798772,0.0024691784821080478,0.13304640573568982,0.0005584746199577452,0.0019856144113661205,0.005274755128975612,flavor
Arabica,United States (Hawaii),,2011,Natural,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,0.13,10.0,0,0,6,80.75,81.30776666666667,0.5577666666666659,-0.21307943008807056,-1.367648467056271,0.04183778379894773,-0.19893222885693296,-0.109580362903995,0.41652368273111096,0.1413138711622151,0.0744290507740896,-0.00831437411693794,0.35352640930390217,0.0005971206258736488,0.004078646875512122,0.00024540055430315215,flavor
Arabica,Guatemala,534.19248,2012,Washed,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,0.11,10.0,0,0,4,81.67,82.02786666666671,0.35786666666670897,-0.033197741368724915,0.5098987712359273,-0.1860129470884794,-0.18399730029606692,-0.12028164319577173,-0.4441285821263099,0.07482245726678768,0.0909708194172092,0.004197401194779015,0.131018293981988,-0.0008139462316300456,0.0021273831772164646,0.01049413683681322,flavor
Arabica,Kenya,1754.0,2014,Natural,8.08,8.08,8.0,8.0,7.83,8.08,10.0,10.0,0.11,10.0,0,0,2,86.08,86.03726666666688,-0.042733333333117685,0.17287815688897398,1.676614836664847,0.9394206845589275,0.11914493355039674,0.07857012958903883,0.5002699254877732,0.1070109893001269,0.10744653530845472,0.004875599735194093,0.14298927315301027,0.000986021727248971,0.002823463188387822,0.011466553651356204,flavor
Arabica,Thailand,,,Washed,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,0.11,10.0,0,0,0,83.42,82.49419999999985,-0.9258000000001516,0.0928677612254038,-1.4586061523347462,0.38067949132283535,0.21080193857334875,0.28715900480814427,0.09199437207307411,0.18716626708021714,0.08190656542124228,-0.004955419802659681,0.44111731211276073,0.0014814043410258748,0.0051245455800841685,0.00469334573635548,flavor
Arabica,Mexico,1500.0,2012,Washed,7.08,6.75,6.58,7.0,7.0,6.75,8.67,10.0,0.17,8.67,0,0,6,74.92,76.24549999999988,1.3254999999998773,-0.021981269858931153,-2.9024414988214082,-1.0109583568238532,-0.12084270474413701,-0.09619822906799083,-0.6951237069065207,-0.5790935100558455,0.15570702527970331,0.03026277485170782,-0.7087075450563711,0.0017299908554187172,0.012744161625360403,0.007633304859938552,flavor
Arabica,United States (Hawaii),,2012,Natural,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,0.12,10.0,0,7,10,79.83,78.90179999999994,-0.9282000000000608,0.049691055005587785,-2.0790639222463048,-0.842131391283565,-0.13869067399850601,0.03494849158989037,-0.37315943722493705,-0.28800426135111873,0.1131098702192818,0.011451405060585153,0.35468951742173327,0.0020925373250167143,-0.11805122369671295,0.002148469316097771,flavor
Arabica,Ethiopia,1800.0,2012,Natural,7.92,7.92,7.83,8.0,7.92,7.92,10.0,8.67,0.09,10.0,0,0,15,84.08,83.91259999999993,-0.1674000000000717,0.155853648928956,1.1947618503990745,0.5210754403564274,0.09966223757231837,0.11203308551817956,0.5871390596124718,0.08508490450116755,-1.1663749020361291,0.00036083925542926656,0.14760488840933603,0.0002368916004038238,-0.007294170462821844,0.009686662482253878,flavor
Arabica,Malawi,995.0,2014,Washed,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,0.12,10.0,0,0,12,81.17,81.20746666666652,0.03746666666651777,0.07795241060674238,-1.3868902886319463,0.19599854332792774,-0.21097260352380232,-0.10387766115405082,-0.15276265440792133,0.15158493228477324,0.07139852154777401,0.002842433551153525,0.3890457368344817,0.0011398855758424857,0.004174568713870268,-0.004936721921070252,flavor
Arabica,Mexico,1650.0,2012,Natural,7.67,7.58,7.42,7.58,7.58,7.42,10.0,8.67,0.11,10.0,0,0,2,81.58,80.47863333333328,-1.1013666666667206,0.08146078357578199,0.014975050067771117,-0.09658666768049784,0.013324752909342564,0.07173289480437363,-0.4858691135213278,0.08265958739979595,-1.5680351108806707,0.013369132612637318,0.14497936636851852,-0.00025051324926017723,0.0025775526119666448,0.03152605445196818,sweetness
Arabica,China,1200.0,2015,Washed,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,0.11,10.0,0,0,0,83.17,83.12603333333305,-0.04396666666694671,-0.108613814674118,0.4699733025416578,-0.203851304211331,0.020539584590569364,0.11308781091040536,0.335203926584138,0.09159637518022593,0.10123934550320002,-0.00431022923380071,0.13965731864399672,0.0016215735032143325,0.0012929790781474073,-0.004173098945905418,flavor
Arabica,United States (Puerto Rico),260.12851200000006,2013,Washed,7.83,7.83,7.83,7.67,8.0,8.17,9.33,10.0,0.12,9.33,0,0,1,83.75,83.98766666666653,0.23766666666652725,0.06689917226489057,1.2431682546767664,0.42728894631405506,-0.057713659747468615,0.1503865145343737,0.47368125123524013,-0.39811529026828507,0.10299662239357454,-0.02653003211864115,-0.17626868371496118,0.005970266124489437,0.002810929383060693,0.00032281172665297927,flavor
Arabica,Brazil,,2014,Washed,7.0,6.75,6.67,6.83,7.08,6.83,10.0,10.0,0.11,10.0,0,0,2,77.83,77.83696666666678,0.006966666666784249,-0.09374606237977812,-2.5929844442163024,-1.1913861443825677,-0.23060976633330646,-0.11193398567170865,-0.7265165102656844,0.16870745664757103,0.08187952553111467,-0.007727863352882963,0.3476101370295308,0.00039323159099872805,0.016252515138299402,0.004259013468450079,flavor
Arabica,Indonesia,1600.0,2010,Semi-washed,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,0.0,10.0,0,0,0,83.5,83.40350000000011,-0.09649999999989234,0.1598062342746376,0.37691915171153856,0.12627780103550865,-0.015042676485794633,0.14371398023171064,0.12257250950757273,0.10225753909254474,0.08570304859680607,-0.00669248157082314,0.13783948759020037,0.0011184374493133874,0.0026840151806660196,-0.0064266104767978435,flavor
Robusta,India,1000.0,2015,Natural,7.67,7.83,7.75,7.5,7.75,7.58,10.0,7.75,0.11,10.0,0,0,0,81.58,82.23683333333315,0.6568333333331537,-0.010920846123401924,0.8270065114348643,0.3776495019890563,-0.11982774499070556,0.11452908938487201,0.07241508844139512,0.08013513280188209,-1.4070078834545972,-0.0011964382621933696,0.13518166633448248,0.0017246606143630089,-0.002614418477987554,-0.00301055022159907,sweetness
Arabica,China,1100.0,2013,Washed,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,0.0,10.0,0,0,2,84.5,84.1287999999999,-0.3712000000001012,-0.01481924687502458,1.1930613168153916,0.34751956772902287,0.08814128899703079,0.10529032906285023,-0.11563034927891636,0.09172665217047077,0.11801709684311404,-0.004128268108179033,0.14159703464749937,0.00016042990777664722,0.0017662413290088406,0.003328342897054662,flavor
Arabica,Costa Rica,,2017,Washed,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,0.08,10.0,2,1,13,84.0,83.9917333333334,-0.008266666666600031,-0.04265836236534321,0.6415862486217069,0.20272863717831513,0.13777265709336423,0.14925330448859805,0.40174881382140704,0.11536372832839319,0.09543692164400383,-0.001651808242951565,0.14848139672605365,-0.028485542355070313,-0.00046574185378250654,-0.0001464836142903124,flavor
Arabica,Haiti,1000.0,2012,Washed,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,0.12,10.0,0,0,0,80.75,80.99309999999997,0.2430999999999699,-0.026191907229243645,-1.551652649974376,0.2768625494154616,-0.14639837495764607,-0.1982432927546343,-0.1517419690784843,0.14843822976029478,0.07100045465845915,0.004016647876429186,0.3895964301457967,0.0008738641080932534,0.004622910773854143,-0.0008524566069140052,flavor
Arabica,Thailand,,2012,Washed,7.92,8.17,8.17,8.42,8.08,8.17,8.67,9.33,0.12,8.67,0,0,0,84.0,85.4046666666668,1.4046666666667988,0.06513209487942895,2.5992849933126063,1.595269834617754,0.37130093532843694,0.11427392969035617,0.49995208668136754,-0.8275666505840051,-0.5189207908980591,-0.0012258171018185967,-0.6664817057593404,0.0012425545643151548,0.0025477814429265186,-0.0029121433702690687,flavor
Arabica,Brazil,1250.0,2012,Semi-washed,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,0.0,10.0,0,0,4,82.5,82.53030000000001,0.030300000000011096,0.09113093811588865,-0.12007525134005012,-0.08695366683305103,0.08660548838702598,-0.025681325729099,0.014243126589689794,0.10396784594304297,0.09948664388088538,0.013696701510366427,0.168936360306828,0.0003693473655722913,0.0032216093008474865,0.008582618639135195,clean_cup
Arabica,Mexico,1550.0,2014,Washed,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,0.11,10.0,0,0,0,81.83,81.75926666666662,-0.07073333333337928,-0.09917655227990661,-0.12205310861063548,-0.1861567370263977,0.002035950646524224,-0.11875579363040012,-0.22667266567224725,0.0892556063497169,0.09203673363220871,-0.0004311196594412659,0.15789083362087256,-0.002829424130115182,0.0013311911460567145,2.2188417508040545e-05,balance
Arabica,Brazil,1268.0,2015,Natural,8.25,7.83,7.25,8.33,8.17,8.08,10.0,10.0,0.07,6.67,0,0,0,82.33,83.30010000000014,0.9701000000001443,0.2887476307675101,2.057723334998959,-0.3445687938211885,0.3204317022814429,0.19178328766690889,0.5825625374209928,0.09602587192163999,0.18033423198600665,-0.008843075285501469,-2.243135757988489,0.0043046913308606,-0.0012705593402918638,0.003235334198197039,clean_cup
Arabica,Taiwan,600.0,2013,Washed,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,0.11,10.0,0,0,0,82.33,82.2622823280423,-0.06771767195769485,-0.12829960984981356,0.16032310913502287,0.009543086356840754,-0.05837145323437743,-0.06661931899291781,-0.12463711379230098,0.0841259712444463,0.09264779491894515,-0.004827089071965774,0.1347046989629169,-0.000430895216952474,0.001732494710314492,-0.010378910990745806,flavor
Arabica,"Tanzania, United Republic Of",1800.0,2014,Washed,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,0.12,10.0,0,0,1,83.17,83.1640999999999,-0.005900000000096384,-0.029486789461453493,0.26115180407412375,0.12153730241111342,0.12343249655122034,0.05970293027999869,0.12555951753671918,0.10168864054094183,0.08927585144729051,-0.005691528020230889,0.141201009078271,0.00018859851619874648,0.0030651246610926253,-0.00029452147818256994,flavor
Arabica,Colombia,1750.0,2013,Washed,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,0.11,10.0,0,0,1,82.5,82.71905555555553,0.2190555555555278,-0.08635931613413855,0.24820864948940988,-0.057541394348736605,-0.1429733136461101,0.09685773711689333,0.16542240911506642,0.0891674006891049,0.09695359846625916,-0.004738100077881735,0.13529075359073925,0.001545376909310816,0.0017589954797922647,0.0026931950429407423,flavor
Arabica,Brazil,1020.0,2016,Natural,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,0.11,10.0,0,0,4,81.92,81.67919999999987,-0.24080000000013513,-0.055852674684809506,-1.1007482219040565,0.17181229289332864,0.03438237683436117,0.0653391590833196,-0.180740126952702,0.14378281531705608,0.07645522066483962,-0.003586783952520801,0.3566728621690417,0.0002278158318349039,0.0035856282623606796,-0.004899927424970478,flavor
Arabica,Colombia,,,Washed,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,0.22,10.0,0,0,2,82.25,81.69103333333344,-0.5589666666665636,-0.2253120339895737,-1.6983296738031814,0.4218371399149166,-0.19334161436363256,0.1075930087616359,0.47386193821464273,0.16044797444768583,0.07443624022459211,-0.008771635301279496,0.3950044195846968,0.0013094070261252095,0.00409354768092124,0.005435051072862964,flavor
Arabica,Taiwan,150.0,2013,Washed,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,0.11,10.0,0,0,0,80.08,80.02450000000005,-0.055499999999952365,-0.13887203538431359,-1.5549235323113277,0.055172895532579806,-0.21229178590620415,-0.11267722923051351,-0.73536413486381,0.11941228820897311,0.0734678300344963,0.002158708344883304,0.35950099129626734,0.00017914329337790624,0.006768955180489996,-0.010801658057798258,flavor
Arabica,Honduras,1400.0,2017,Washed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,2,73.634,64.60033333333332,-9.033666666666676,-0.08577704317752556,-5.498306365976506,-1.1715425047210422,-0.3857715632496003,-0.14945326690746513,-0.8681346854051833,-0.7508969303868912,-2.3017326356788144,-0.013453169576266652,-6.213047513541402,0.0006793085070405379,-0.04016838440523821,-0.09483147601079893,clean_cup
Arabica,Taiwan,150.0,2013,Semi-washed,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,0.11,10.0,0,0,0,81.67,81.7403755555555,0.07037555555550057,-0.04328425500987126,0.18173298788745587,0.0569395355817243,-0.24488669817243952,-0.07067878657480337,-0.6035702570837084,0.07422857500743685,0.0922723356207456,-0.001953424961469685,0.13340119530750938,-0.00045956068200777325,0.002279520177803727,-0.008415175405736483,balance
Arabica,Brazil,,2014,Natural,7.33,7.5,7.58,7.58,7.67,7.5,10.0,10.0,0.12,10.0,0,0,9,82.67,82.75108888888884,0.0810888888888428,-0.1757097220756127,0.23603799758829117,0.15251419382592613,0.01851613917726228,0.15120298570196022,-0.11484797927292043,0.08949099543458836,0.08816154553485425,-0.002587149867023609,0.1378559018395039,-0.0003550482425856754,0.0016349542544583297,-0.0035954888727392884,flavor
Robusta,Uganda,1250.0,2013,Washed,8.33,7.83,7.83,7.75,8.25,7.75,10.0,7.58,0.12,10.0,0,0,3,83.0,83.14406666666652,0.14406666666651802,0.26082718630676827,0.9250025168988105,0.4928839831810652,0.0027169040537874172,0.18648391969538022,0.4283566002501136,0.08666432354380331,-1.5547981017649384,-0.006397841500105235,0.1421135031838509,0.0015942537748992122,-0.006444396319087137,0.012294251499384243,sweetness
Arabica,Brazil,1.0,2015,Natural,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,0.0,10.0,0,0,1,81.83,81.55050000000008,-0.2794999999999135,-0.22865450590775407,0.5426865451921445,-0.7126739125004016,-0.023056088643722106,0.18642540248068024,-0.7223058192177866,0.07684023848272609,0.098190237834958,-0.0011110528652199685,0.15544440169742033,-0.0005928395013833942,0.006379974711674526,0.00015785437374553511,balance
Arabica,Mexico,1130.0,2016,Natural,7.67,7.42,7.0,7.42,7.58,7.08,10.0,10.0,0.12,10.0,2,0,0,81.33,81.10453333333326,-0.22546666666673332,0.11466492488108536,-0.10108960933121738,-0.5198927953341359,-0.06023741286729627,0.09110000584346571,-0.963363392090297,0.09200487621090919,0.08784386401957753,0.00509061976786817,0.17137482294352582,0.006827073845777583,0.005456580423528551,0.0019842111576348544,balance
Arabica,Panama,1680.0,2014,Natural,8.0,7.75,7.83,7.83,7.67,8.58,10.0,10.0,0.09,10.0,0,2,2,85.5,84.62156666666667,-0.8784333333333336,0.16176855828104497,0.6246046233805184,0.5020862545078878,0.1177807442629055,0.08225452758802482,0.595460985563898,0.10702828682446586,0.10032374311841541,-0.00020775401692053034,0.15455347828314708,0.0017818812716017631,0.0021190007151128385,-0.0007572269763721798,flavor
Arabica,Guatemala,464.51520000000005,2014,Washed,7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,0.13,10.0,0,0,2,82.75,82.75209999999981,0.0020999999998139174,0.10913729179372902,-0.12825894615159336,-0.24432050617407977,0.1333013439544687,-0.06901955646231347,0.4082033510777299,0.10053030860273063,0.10047605148415732,-0.010223372623283837,0.16970618914656727,0.0011895294346992455,0.003644272999779359,0.0049644790544864925,balance
Arabica,Guatemala,,2017,Washed,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,0.11,10.0,2,0,3,82.42,82.42776666666674,0.007766666666739752,-0.048384312128953194,-0.08813646307810295,-0.2613247827694858,0.14177956497592217,0.1574201890830868,-0.03070535976202783,0.10461042344078453,0.09576906199052035,0.0009851157621836224,0.17172645280655632,0.0024205301715291287,0.0023786667984956058,0.006458015513231797,aftertaste
Arabica,Colombia,1750.0,2011,Washed,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,0.0,10.0,0,0,1,81.75,82.31489999999994,0.5648999999999376,-0.15594810482031637,-0.11718448419683275,-0.12502995889899118,-0.1926999583196717,-0.05807407737803397,0.41775676112449595,0.09127600850049913,0.0984165391227964,0.017288522463191888,0.1593059656694786,0.0008769821159974323,0.002516746632796385,0.003629494121654389,balance
Arabica,Costa Rica,1550.0,2015,Washed,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,0.0,10.0,2,0,0,82.33,82.17256666666664,-0.1574333333333584,0.1555629133793973,-1.2891931286891263,0.32147579955231576,0.0017520515040532782,-0.1394381212368529,0.31301813884424423,0.170601640683027,0.08128577201581481,0.013783181338226452,0.36673669644992224,-0.008149705678751068,0.00545185264731861,0.0069100119941452485,flavor
Arabica,Colombia,442.0,2015,Natural,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,0.11,10.0,0,6,0,84.33,84.70029999999988,0.3702999999998866,0.05312880612139595,0.5431485551800262,1.000467349876519,-0.058963748258790395,0.23021339050125353,0.43901167297419347,0.10235046724118202,0.09585727384379437,-0.0004710588582786428,0.15059046758745517,0.0031867078071457686,-0.018294122637805704,-0.01269532524100821,aftertaste
Arabica,Colombia,1600.0,2011,Washed,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,0.08,10.0,0,1,5,82.08,82.54036666666671,0.4603666666667152,0.08479986481739116,-0.09073767533869193,0.2811124359373811,-0.20475408322201435,-0.20430484388435427,0.15000423452566775,0.10276977736002008,0.08640123618572036,0.0033510346898276257,0.16042576660183333,0.0003478553112678857,-0.00397190233687797,0.0021534021565662257,aftertaste
Arabica,Mexico,1150.0,2012,Washed,6.92,6.92,6.67,7.25,7.17,6.92,10.0,10.0,0.13,10.0,0,0,2,78.67,78.61396666666684,-0.056033333333161295,-0.1375062046039953,-2.2125395983615492,-1.0347972409180175,-0.05414510558260548,-0.07621641857547283,-0.6406418102827671,0.1224377807977935,0.08297917558737519,0.004737004210555529,0.36310864863996817,0.0007079750334699685,0.027157926222521275,-0.0040850293634959,flavor
Arabica,Guatemala,431.999136,2012,Washed,8.0,8.0,7.83,8.33,7.83,7.83,10.0,10.0,0.1,10.0,0,0,1,85.83,85.47696666666667,-0.35303333333332887,0.13969173399329057,1.4996203756120599,0.44373780896785286,0.3100334512411705,0.09123205502423312,0.44127102340242924,0.09053462336011771,0.133022302657843,0.005016382208075565,0.14540862444025257,0.00023963165725127323,-0.00032453873068499165,0.004713628969840349,flavor
Arabica,United States (Hawaii),,2012,Natural,7.58,7.75,7.83,8.0,8.08,7.67,9.33,9.33,0.11,10.0,0,0,4,83.25,83.30509999999981,0.05509999999981119,-0.05486382069044639,0.6706062369920457,0.6029707649534014,0.12526764105562213,0.20351939722397164,0.4106020982273484,-0.3797201271498922,-0.6501821886326852,0.008761960263768668,0.15437877079065385,0.0016919868407871308,0.0026442983618013695,0.036653417900704886,flavor
Arabica,Brazil,125.0,2012,Semi-washed,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,0.12,10.0,0,0,2,81.5,81.60740000000008,0.10740000000008365,-0.025764102243401893,-0.1444555060476352,-0.21490385797759967,-0.06659681507868288,0.0013142789228676162,-0.45125173966616566,0.08549228539046895,0.08653236046970407,0.00026524089758784035,0.16005299396583048,-0.00044468279679874684,0.00035192949283390233,0.0040380508080681025,balance
Arabica,Guatemala,1700.0,2017,Washed,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,0.1,8.67,0,0,1,79.08,80.36220000000002,1.2822000000000173,-0.02533264692865668,0.502246291412359,-0.18916366923614827,-0.08721589278698655,0.12549251685830526,0.3587658101213743,-1.0616744165679197,-0.8476734274471986,-0.01159819878556933,-0.6106755550886033,0.0012863832423561422,0.010162433009934168,0.024810808333822102,uniformity
Arabica,United States,2112.0,2014,Washed,8.25,8.33,8.17,8.17,7.83,8.17,10.0,10.0,0.0,10.0,0,0,0,87.08,87.28946666666661,0.2094666666666143,0.16314121624093716,2.925055268559847,1.1774961845273142,0.05751590200305418,0.0321732430906502,0.4553977642631297,0.07447525179285679,0.0658232255202257,0.007505301649146102,0.14228603592142763,0.0009673105361490275,0.008227051971946696,0.006633346727043121,flavor
Arabica,Colombia,1750.0,2013,Washed,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,0.0,10.0,0,1,1,83.5,83.35456666666654,-0.14543333333345743,-0.04927986861836827,0.5519922940901743,-0.11838064093434318,0.020616247364217587,0.13858172422653867,0.2937307134436905,0.09525094582847116,0.10427689050908219,0.000996678920385339,0.1400434883668646,0.0015962956599022725,0.0017850517763067135,0.0005872821708297877,flavor
Arabica,Guatemala,1700.0,2017,Washed,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,0.13,10.0,0,0,1,84.17,84.18676666666651,0.01676666666651272,0.03804418356849296,0.9871329569222647,0.04087949832256353,0.10582603493310948,0.07829629631104207,0.40068206993391137,0.09726764923179393,0.11038862767723547,-0.008326949237981055,0.14204810056269784,0.00919941838889781,0.001617460131107402,0.01094175605859839,flavor
Arabica,Taiwan,350.0,2016,Natural,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,0.0,10.0,0,0,0,84.83,84.43496666666653,-0.39503333333347257,0.17305262443820058,0.43984260823898824,0.490634970992515,0.1290745723163333,0.13984476920096242,0.5386229216932789,0.10893789777405911,0.10385773879144919,-0.001543124413781767,0.1548956801364149,0.0015757764144778963,0.0011982017572525576,-0.017797534536417838,balance
Arabica,Colombia,1550.0,2013,Washed,7.83,7.5,7.42,7.42,7.67,7.5,10.0,10.0,0.0,6.67,0,0,2,79.5,81.50733333333326,2.007333333333264,0.1850684988671112,0.9901403224021122,-0.009976350352517219,-0.09429446939533324,0.13679577317695354,-0.08834299528607852,0.1249210261327382,0.17205671207084142,0.016600419799955295,-2.129280908519484,0.0009360218241584732,-0.0019812442956290127,0.03192096304556057,clean_cup
Arabica,Taiwan,1000.0,2015,Semi-washed,8.08,8.17,7.75,8.08,7.75,7.83,10.0,10.0,0.12,10.0,0,0,0,86.08,85.30813333333329,-0.7718666666667104,0.16804508514930128,1.6173895629924793,0.2874624151007881,0.21331569437351786,0.061585805305733064,0.4291941258218544,0.0973165326699754,0.12593960596626602,0.0029385594154459752,0.1442332828712504,0.00043494449185232307,-0.002572213356649154,-0.009919631331398749,flavor
Arabica,Indonesia,,2013,Semi-washed,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,0.11,10.0,0,0,0,81.67,81.59626666666641,-0.07373333333359255,-0.21183149939173232,-0.1355166434726067,-0.12218164122305622,-0.08676624373992371,-0.1171820461951495,-0.23865435875512797,0.08521802057737206,0.09131828759593033,-0.0030931772926699568,0.15441214178947668,-0.0021321820424204867,0.0007325241984721839,0.009173920755188374,balance
Arabica,United States (Hawaii),,2013,Natural,7.58,7.83,7.75,7.75,7.42,8.0,9.33,10.0,0.1,9.33,0,0,0,82.75,83.62859999999988,0.8785999999998779,-0.08033344136211891,1.2620811607969287,0.3340973715044816,0.02890186004190718,-0.11349040538662715,0.47156011394974306,-0.37597261495995354,0.10659743444495104,0.005388122571377261,-0.1693944561176979,0.006619185847561866,0.0014754484923603318,-0.021699343685826742,flavor
Arabica,Mexico,1000.0,2012,Washed,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,0.12,10.0,0,0,4,82.17,82.0370666666665,-0.13293333333349722,-0.0418120808767126,0.32183004849143315,-0.23098367137359269,-0.02088747609769564,-0.019875768129385643,-0.4490349360057933,0.07627224178288104,0.08925780835945307,0.00034555847388051365,0.1350884467001656,-0.0021260022921665836,0.0013627486679377871,0.004860185103330784,balance
Arabica,United States (Hawaii),,2014,Natural,7.83,7.58,7.83,7.67,7.92,8.0,9.33,9.33,0.11,10.0,0,0,1,83.33,83.34586666666642,0.015866666666426,0.10831770018229007,0.5017811779847356,0.5957284107244899,-0.005280679330515827,0.16097487970987195,0.6356583733345917,-0.3899393764484646,-0.603149414442708,-0.0007286101764702556,0.15209453168526976,0.002209029794675609,0.0020177650039663944,0.013413314782029303,balance
Arabica,Colombia,1480.0,2014,Washed,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,0.12,10.0,0,0,0,84.0,83.91276666666653,-0.08723333333347227,0.037040633367498826,0.6215727199169231,0.21098143154333748,0.017433677719553897,0.10016281252986245,0.39339120880823,0.11947161877806009,0.09710245550273774,-0.003329304363432776,0.1470617291225487,0.004116506470497896,0.002465396762199543,-0.007473783354263781,flavor
Arabica,Colombia,1600.0,2010,Washed,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,0.09,10.0,0,0,1,81.92,81.85050000000005,-0.06949999999994816,0.15324006596280856,-1.0977790390151194,0.1761105863950146,0.11956257581876016,-0.10687337817549199,-0.17631263651460571,0.15772976093957425,0.07807935906357207,-0.00481488171152625,0.36705171556111615,0.0012211690437495836,0.004446222605484934,0.006068916163764051,flavor
